,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR Total Costs,Total_Expected_Annual_Damage,Total_Dike_Investment_Costs,Total_Expected_Number_of_Deaths
165,76,312.4727119225472,1.5,0.3120871736874133,231.28751001184048,1.0,0.7197111972666771,107.1367023928336,1.5,0.2533837095119327,312.3313695978784,10.0,0.2706856065677889,170.96975244509187,1.5,0.8259859507244902,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,Policy 1,dikesnet,2352811699.391344,0,1.731208042063809,0.0,0,0.0,59676675.159053,0,0.1127494020969816,0.0,0,0.0,0.0,0,0.0,0.0,2412488374.550397,0,1.8439574441607909
173,52,134.11701142634473,1.5,0.311071454131137,196.55110498655517,10.0,0.7936563678505392,110.85223762170244,1.5,0.2364639997643894,83.75774533105357,1.0,0.5928827323223573,86.63833384849977,10.0,0.3537984917183669,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,Policy 1,dikesnet,2123813211.4089909,0,1.6948286332423792,0.0,0,0.0,274060566.85047525,0,0.5651185444558804,0.0,0,0.0,0.0,0,0.0,0.0,2397873778.259466,0,2.25994717769826
547,29,273.7034395470779,1.5,0.1584405842466087,167.20236035096266,1.0,0.2078112060237215,265.18075750413885,1.0,0.5446013894466323,327.75283370370704,10.0,0.6326091232100625,317.0986727226857,10.0,0.8544476897502252,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,Policy 1,dikesnet,2394767733.540918,0,1.72840139985913,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2394767733.540918,0,1.72840139985913
969,116,146.60724915994126,10.0,0.194096717100576,142.36539500226456,10.0,0.1208717732625226,239.8245706022796,1.5,0.4182884332415447,238.58337652650192,1.5,0.2854178435845791,97.61863273524122,10.0,0.651185003553178,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,Policy 1,dikesnet,2295313850.3190846,0,1.6863216182480043,94300571.08236098,0,0.0910209692846462,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2389614421.4014454,0,1.7773425875326505
440,82,221.06887850632455,10.0,0.1427982074849682,275.4427156696378,1.5,0.2537673153494902,153.3129850384553,1.0,0.6293342353471494,259.5757231935942,10.0,0.0970906724905928,342.8176755148651,10.0,0.2145765375286966,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,Policy 1,dikesnet,2382288420.738663,0,1.7171051561197952,0.0,0,0.0,0.0,0,0.0,5564158.200648287,0,0.0025284922585958,0.0,0,0.0,0.0,2387852578.9393115,0,1.719633648378391
452,93,229.9540840472344,1.0,0.113554856401726,313.05934183697127,1.0,0.8667396800174942,63.04794556543493,10.0,0.2462171078516065,225.5688998580291,1.0,0.2402306136941008,115.70619690522904,1.0,0.1793173699587964,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,Policy 1,dikesnet,2342793006.3607574,0,1.7219648865997708,0.0,0,0.0,40637620.780744106,0,0.0767884304657671,0.0,0,0.0,0.0,0,0.0,0.0,2383430627.1415014,0,1.798753317065538
718,29,177.71648581378977,1.5,0.3512826138598349,341.4739602254757,10.0,0.740796354966039,286.6191946189583,10.0,0.6597030692615897,37.60491352001606,10.0,0.4776309146492472,197.64274760511023,1.5,0.7480986517204478,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,Policy 1,dikesnet,2383208621.264223,0,1.4837221525461886,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2383208621.264223,0,1.4837221525461886
799,82,309.27466336861835,10.0,0.0083483884298386,34.26996477262591,10.0,0.7998300865378943,148.36305549903722,1.5,0.1879204528383858,145.34751220752077,10.0,0.9431540367571336,291.7708872557462,1.0,0.908980534307658,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,Policy 1,dikesnet,2382288420.738663,0,1.7171051561197952,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2382288420.738663,0,1.7171051561197952
921,87,335.8230238160122,1.5,0.106696547650164,64.98335162295301,1.5,0.6038173706701321,184.03988039484813,10.0,0.1123517069296815,281.97017804556697,1.5,0.99281722083546,220.84046608730944,1.0,0.0607972763962673,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,Policy 1,dikesnet,2363104107.751055,0,1.7407042956028076,0.0,0,0.0,12444904.19121842,0,0.0223043887244933,0.0,0,0.0,0.0,0,0.0,0.0,2375549011.942273,0,1.763008684327301
421,31,132.81965377905016,10.0,0.2558059416669003,81.31289012499776,1.0,0.2926933806107786,108.20746118418,10.0,0.4460048523038742,206.80321394839223,1.5,0.6958672597277217,196.4421584701541,1.5,0.0826873082173572,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,Policy 1,dikesnet,2211936365.2867546,0,1.729091339524898,22897088.62498828,0,0.0245367716184472,11114260.516982254,0,0.0231946938765028,0.0,0,0.0,128042414.332532,0,0.1322262899462253,0.0,2373990128.7612567,0,1.9090490949660728
807,0,88.74162072306561,1.5,0.2595861821924076,209.80978242635143,1.5,0.1607730379168178,99.64614947559556,10.0,0.3285054583387559,175.58901771297093,1.0,0.8499977743412799,65.9460650242842,10.0,0.2013029430918736,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,Policy 1,dikesnet,2207899451.545392,0,1.7251335885800057,130109950.6010553,0,0.1365380320642343,31814575.01627292,0,0.0650684129030163,0.0,0,0.0,0.0,0,0.0,0.0,2369823977.16272,0,1.9267400335472564
334,15,36.47757143101028,10.0,0.1547509072185541,276.2661795488409,1.5,0.7735707934636691,168.4142623710914,1.0,0.6269335858282934,60.001166721911865,10.0,0.7798956560403976,86.26134517106888,1.0,0.3327994686689008,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,Policy 1,dikesnet,2208123904.7820697,0,1.7253536294792635,7725700.584894836,0,0.0089260381158177,33259011.77956373,0,0.0718860592007017,0.0,0,0.0,118806173.88087864,0,0.1273821391451406,0.0,2367914791.0274067,0,1.933547865940924
178,75,84.26637592398627,10.0,0.1594610246726886,51.248819916608014,1.5,0.1846464487295426,332.16395058737635,1.5,0.3252244512604647,276.08087007123333,10.0,0.2099360883813034,298.850311838813,1.0,0.1317720404417483,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,Policy 1,dikesnet,2165699918.321818,0,1.6837821929394765,96341771.7789944,0,0.1019186658422824,63382533.52920388,0,0.1309803098816156,10694839.118293086,0,0.0055825723138709,26450198.804431178,0,0.0272424898656827,0.0,2362569261.5527406,0,1.949506230842928
378,115,236.93368194834017,1.0,0.2411673090166593,308.27196554879623,1.0,0.5049635536425272,210.2113898425956,10.0,0.6095186129580378,119.28308444296977,1.5,0.6119360743237863,344.5945199236404,10.0,0.6490284195222701,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,Policy 1,dikesnet,2356491686.988211,0,1.6937635746912134,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2356491686.988211,0,1.6937635746912134
226,56,258.86095599893,1.0,0.1209375103550323,123.51044516215288,10.0,0.3020678159522324,349.7043716259069,10.0,0.2647119827793787,140.7051616170061,1.0,0.3413498104987467,238.3807932585027,1.0,0.2172376550610661,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,Policy 1,dikesnet,2352191800.996661,0,1.738982689744558,0.0,0,0.0,3656293.478434147,0,0.0068991728933098,0.0,0,0.0,0.0,0,0.0,0.0,2355848094.4750957,0,1.7458818626378678
22,17,173.3792354369223,1.5,0.2385669625225148,38.9142528039404,1.0,0.910245886753116,219.70459683813215,1.0,0.4413212592335074,295.2062833468439,1.5,0.0454500855490614,267.9659944946392,1.0,0.2919494057241412,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,Policy 1,dikesnet,2334183831.1075296,0,1.722304390338916,0.0,0,0.0,0.0,0,0.0,16410567.406768575,0,0.0075954041607727,0.0,0,0.0,0.0,2350594398.5142984,0,1.7298997944996888
893,76,187.38033292840032,1.0,0.0028273006179719,286.6876272447308,1.0,0.7020044688625336,248.8434339957884,1.5,0.6724508527841596,95.2217675445054,1.5,0.8765158054426557,193.9608626477793,1.5,0.763523358268521,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,Policy 1,dikesnet,2343797531.673018,0,1.731208042063809,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2343797531.673018,0,1.731208042063809
415,128,258.6578258711369,1.5,0.0748724977485635,52.82531864700564,1.5,0.3828092300840583,116.2857643774676,10.0,0.4823296499623655,207.05045655194056,1.5,0.3109896723263425,275.61849712863,10.0,0.5704729590957538,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,Policy 1,dikesnet,2343501733.229294,0,1.7226187000026378,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2343501733.229294,0,1.7226187000026378
312,18,118.13817673480573,10.0,0.1696279718617242,334.85992458272665,1.0,0.1149026243165256,187.6782122472868,1.5,0.4332153224051815,131.68693804769882,1.0,0.8454799153740253,295.6268943778425,1.0,0.4240230415163086,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,Policy 1,dikesnet,2204932429.819439,0,1.722224920454126,138045044.7082842,0,0.1418935680217266,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2342977474.527724,0,1.8641184884758528
224,97,302.5578755820866,10.0,0.1815724991984305,321.1909621537655,1.0,0.2584663316177213,198.25235605715156,1.0,0.478928038248727,53.10582111237039,1.5,0.7035182875374352,177.03887379734277,1.5,0.6319403682940955,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,Policy 1,dikesnet,2342606041.101662,0,1.7301044490819295,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2342606041.101662,0,1.7301044490819295
451,109,325.154035039659,1.0,0.3027440077100833,266.4057676263576,10.0,0.6295974460949969,43.652356348025855,10.0,0.3309212244458545,111.001591506184,10.0,0.4010934186433812,264.3510941439478,1.5,0.7183304956088595,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,Policy 1,dikesnet,2337452467.686451,0,1.7170382588100628,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2337452467.686451,0,1.7170382588100628
771,55,327.06880334954155,10.0,0.2565789894643869,86.16321643430018,1.5,0.2693866376897713,289.1813582744715,10.0,0.2074891270809617,335.3764605456568,10.0,0.361553691347895,161.66059356798323,10.0,0.8046577496380741,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,Policy 1,dikesnet,2336608057.317586,0,1.7162593310837202,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2336608057.317586,0,1.7162593310837202
390,84,176.7034081119763,10.0,0.1105402725471226,125.4719464625014,1.0,0.6656400221881835,36.72819137590532,1.0,0.3392841633915095,54.14130411222774,1.0,0.5763107484601918,343.7976211648234,10.0,0.0417586248647463,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,Policy 1,dikesnet,2199956384.012916,0,1.717346926766534,0.0,0,0.0,30478177.216262866,0,0.062448243553642,0.0,0,0.0,103081328.45452233,0,0.1032730072510138,0.0,2333515889.683701,0,1.88306817757119
590,102,251.15632030168825,10.0,0.1666689865598059,45.72644567443436,10.0,0.5214692273951125,157.0611741679122,1.5,0.5671329434653536,314.58133937000747,1.5,0.5963341840407873,128.67618560711418,1.0,0.1832072488846067,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,Policy 1,dikesnet,2330536686.418529,0,1.7106594402225443,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2330536686.418529,0,1.7106594402225443
769,61,253.9853356658266,1.5,0.0576120169075714,213.63609064567245,1.0,0.5535079419403242,327.8307041005364,1.0,0.350568923688864,97.29903564130628,10.0,0.1003123794367157,107.04719375072617,1.5,0.0792522076630289,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,Policy 1,dikesnet,2325209317.5674324,0,1.7139938987343228,0.0,0,0.0,0.0,0,0.0,1080120.553313026,0,0.0004888557162361,0.0,0,0.0,0.0,2326289438.1207457,0,1.714482754450559
389,68,129.36700487867157,10.0,0.0069636523473417,337.20833887640333,1.0,0.3604846283810469,139.631095605354,1.5,0.2194811480104078,225.3956018884008,10.0,0.7650102243421774,185.72541220699907,1.0,0.3991198090139062,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,Policy 1,dikesnet,2046610329.480608,0,1.7486238291994445,14949155.034542233,0,0.0176443290836618,259532138.1402892,0,0.571477500412996,0.0,0,0.0,0.0,0,0.0,0.0,2321091622.6554394,0,2.337745658696102
289,115,283.1985447819925,1.0,0.132367852131409,318.23910700204607,1.0,0.1964160013476222,48.55838659057656,1.5,0.5312932641547575,50.62707981645718,1.5,0.9582865137343494,303.7688565126464,10.0,0.827578161810182,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,Policy 1,dikesnet,2312212980.993514,0,1.6937635746912134,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2312212980.993514,0,1.6937635746912134
598,67,70.52294866899217,1.5,0.3921535005529217,314.55222146393163,1.0,0.0697501114587853,302.9887327637864,10.0,0.3662604481160316,301.6109534797466,1.5,0.0282869790551842,64.01877391226515,1.0,0.04259162935551,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,Policy 1,dikesnet,1306466806.4248548,0,0.8293897636046669,949833162.5820342,0,0.7589138607780279,0.0,0,0.0,51223090.2073426,0,0.0138984108296286,2023111.5684402057,0,0.001547398479405,0.0,2309546170.782672,0,1.6037494336917284
962,53,163.70570387837518,1.5,0.3765478143846269,236.3931941031081,10.0,0.0518191721502562,344.0999250944099,1.0,0.6170515192077167,121.97339259116498,1.5,0.1128678841805481,156.0178329202139,1.0,0.7159295628190849,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,Policy 1,dikesnet,1408252381.254422,0,0.9321592092558756,887329340.5538688,0,0.7357881970341633,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2295581721.8082905,0,1.6679474062900388
497,14,295.6837530381836,1.5,0.2516054189022896,55.40401155422196,1.5,0.6585707868150428,65.09194375609385,10.0,0.1203276899600882,348.122778576242,1.5,0.7308873264746024,53.7159815431363,1.0,0.7101583161707777,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,Policy 1,dikesnet,2225546606.863653,0,1.7424358374120452,0.0,0,0.0,54755712.764650434,0,0.1048830712519539,0.0,0,0.0,0.0,0,0.0,0.0,2280302319.6283035,0,1.8473189086639992
129,72,198.5717645691093,10.0,0.2743278961642872,325.86859984351247,1.5,0.266686701037567,336.6247973241707,1.0,0.1747472993700808,104.76793337501528,1.5,0.3950313100391349,235.55220019300717,1.5,0.4518797216218454,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,Policy 1,dikesnet,2084166962.5911276,0,1.7309727878211532,6287062.704680797,0,0.0070034450783994,166030746.5675633,0,0.3474812242657631,0.0,0,0.0,0.0,0,0.0,0.0,2256484771.8633714,0,2.085457457165316
836,36,47.08154676520143,1.5,0.0250447135407048,56.57924478806535,1.0,0.3709443864536873,157.44379917163462,1.0,0.6558230605536857,293.158238815245,10.0,0.9300889127584668,114.39444440035004,1.5,0.6883151181834593,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,Policy 1,dikesnet,2175925818.6943946,0,1.6937985925316688,56056659.4114463,0,0.0613556662095725,2962726.693246859,0,0.0063163893735925,0.0,0,0.0,1006046.4666458806,0,0.0010949251184592,0.0,2235951251.265733,0,1.7625655732332932
359,68,201.1474082823885,1.0,0.1353732203901822,279.2730345581757,1.0,0.8443780854481878,231.5770177777513,10.0,0.6641972370208141,71.13175985690121,1.5,0.3097403779560297,227.57450229504207,1.5,0.6480561248219033,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,Policy 1,dikesnet,2231857285.909851,0,1.7486238291994445,0.0,0,0.0,0.0,0,0.0,1584891.642781051,0,0.0008507447263287,0.0,0,0.0,0.0,2233442177.5526323,0,1.749474573925773
201,68,281.2266039680145,10.0,0.1451171729478282,265.6230387833567,10.0,0.6747684377115986,93.21042828341788,10.0,0.3374032304803585,268.124242768111,1.5,0.360221543025649,85.23371457890875,1.0,0.1020785064624344,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,Policy 1,dikesnet,2231857285.909851,0,1.7486238291994445,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2231857285.909851,0,1.7486238291994445
384,7,235.94118108175567,1.5,0.0850769178950748,313.3006379236507,1.0,0.2257787025439054,82.09456422699873,1.5,0.4575196440115494,66.97721966377077,1.0,0.4356897961839969,262.8927639106884,10.0,0.745738738201609,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,Policy 1,dikesnet,2227099708.1153526,0,1.743958804019658,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2227099708.1153526,0,1.743958804019658
833,118,111.9445461636256,1.0,0.2341480009093672,249.44576650900305,1.0,0.6186077494931884,247.07692853097868,10.0,0.1918400147342469,140.8466117915841,1.0,0.4138438044149513,281.91454009553433,1.5,0.7088923937398734,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,Policy 1,dikesnet,1902910126.4745092,0,1.73382357990213,0.0,0,0.0,316006412.7816891,0,0.7425828582478141,0.0,0,0.0,0.0,0,0.0,0.0,2218916539.2561984,0,2.476406438149944
406,11,188.9217619409778,1.0,0.3492031401026286,341.9564018192973,10.0,0.1217587663390086,127.45124559829024,1.5,0.5710342454926188,70.83166802737875,1.0,0.0014594517573109,101.7526342877377,10.0,0.612871121196241,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,Policy 1,dikesnet,1881561128.3231652,0,1.4781675761798865,264792026.4509833,0,0.2691501039873719,0.0,0,0.0,72284025.44576833,0,0.0259782806046239,0.0,0,0.0,0.0,2218637180.219917,0,1.7732959607718823
353,75,169.68703614228704,1.0,0.3316260282117151,283.377890049785,10.0,0.6238400770479166,342.8561842176813,10.0,0.5587874227471568,263.7704445982275,1.0,0.2840973515307214,116.48261219976592,10.0,0.0965306853765465,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,Policy 1,dikesnet,2071806198.1216364,0,1.445054771821929,0.0,0,0.0,0.0,0,0.0,8460209.934325218,0,0.0040726884695162,137213168.6630183,0,0.1256549519696309,0.0,2217479576.71898,0,1.5747824122610767
842,5,262.0302637875243,1.0,0.3477911261206151,210.7535795539468,1.5,0.3185120411556463,327.5957804827515,1.5,0.6009280127985143,144.2470959734007,10.0,0.0413913939076686,90.03968981379518,1.0,0.1276836151101246,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,Policy 1,dikesnet,2101713858.8718224,0,1.4712085430152655,26619997.29177104,0,0.0254382151880775,0.0,0,0.0,79512847.47671294,0,0.0288589091713862,0.0,0,0.0,0.0,2207846703.6403065,0,1.5255056673747294
888,56,207.34612488716348,10.0,0.3969684633596497,84.36739238996381,1.5,0.0208770092128471,299.1233705592928,1.0,0.1216238853206561,313.400181204891,1.0,0.9267758070871904,249.63148913773807,1.5,0.392651034873392,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,Policy 1,dikesnet,1099873979.0287244,0,0.7738517580766067,848975594.3918287,0,0.7458996508038039,246824889.9355209,0,0.4120804919394923,0.0,0,0.0,0.0,0,0.0,0.0,2195674463.356074,0,1.931831900819903
540,21,212.44192096664324,1.5,0.0782161794919259,106.5179394513535,10.0,0.923789272690167,152.41389119088453,1.5,0.6837006973797743,126.69610982706288,1.5,0.3884232452758056,242.88547154967836,1.0,0.9113623374313098,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,Policy 1,dikesnet,2180887253.500644,0,1.6986599465125027,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2180887253.500644,0,1.6986599465125027
697,50,155.96490710432815,10.0,0.1261676554292244,280.65967568321366,1.0,0.8290433203703211,94.61781508207235,1.0,0.5778326872095567,154.88793320171138,1.0,0.4406839666531003,140.13398120747323,1.0,0.7626581416561772,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,Policy 1,dikesnet,2179176493.098639,0,1.7504563534849704,0.0,0,0.0,0.0,0,0.0,1683804.2310422682,0,0.0009411696655351,0.0,0,0.0,0.0,2180860297.3296814,0,1.7513975231505057
181,85,335.1206159733772,10.0,0.2132958680760211,146.33760908564665,1.0,0.7642895113900345,81.57216470850332,10.0,0.5898787399511631,37.74620258923345,1.5,0.7192471062585175,32.74803183500517,1.5,0.1302546084443929,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,Policy 1,dikesnet,2179242529.657444,0,1.6970483704855308,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2179242529.657444,0,1.6970483704855308
83,1,272.89986958756697,1.0,0.1257343929023543,212.9208901380212,1.5,0.4083805225392859,92.64392196552184,10.0,0.6741117139522419,167.1874550399989,10.0,0.394743959628164,136.46089050472875,1.0,0.9176966498997547,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,Policy 1,dikesnet,2175928846.461362,0,1.6938015591443705,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2175928846.461362,0,1.6938015591443705
741,1,180.92391125437172,1.5,0.0196110013333802,103.70568270766184,10.0,0.5434126758829015,76.01830595038656,1.5,0.6812696376014912,190.4091324645468,1.0,0.6864706543512873,273.93578692063244,1.5,0.4009605964032031,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,Policy 1,dikesnet,2175928846.461362,0,1.6938015591443705,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2175928846.461362,0,1.6938015591443705
